window,path_id,asset,feature_group,model_family,lambda,n_months,good_share,bad_share,ann_return,ann_vol,sharpe,worst_month,cvar_10pct,max_drawdown
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam1em05,bond,return_downside_sharpe_vol,standard_l2_jump_model,1e-05,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam1em05,bond,return_downside_sharpe_vol,standard_l2_jump_model,1e-05,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam1em05,bond,return_downside_sharpe_vol,standard_l2_jump_model,1e-05,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam1em05,bond,return_downside_sharpe_vol,standard_l2_jump_model,1e-05,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam0p0001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0001,12,0.08333333333333333,0.9166666666666666,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam0p0001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0001,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam0p0001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0001,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam0p0001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0001,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam0p0001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0001,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam0p0001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0001,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam0p001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.001,12,0.08333333333333333,0.9166666666666666,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam0p001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.001,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam0p001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.001,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam0p001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.001,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam0p001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.001,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam0p001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.001,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam0p00390625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.00390625,12,0.08333333333333333,0.9166666666666666,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam0p00390625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.00390625,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam0p00390625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.00390625,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam0p00390625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.00390625,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam0p00390625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.00390625,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam0p00390625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.00390625,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam0p0078125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0078125,12,0.08333333333333333,0.9166666666666666,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam0p0078125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0078125,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam0p0078125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0078125,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam0p0078125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0078125,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam0p0078125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0078125,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam0p0078125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0078125,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam0p015625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.015625,12,0.08333333333333333,0.9166666666666666,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam0p015625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.015625,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam0p015625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.015625,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam0p015625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.015625,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam0p015625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.015625,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam0p015625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.015625,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam0p03125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.03125,12,0.08333333333333333,0.9166666666666666,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam0p03125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.03125,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam0p03125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.03125,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam0p03125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.03125,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam0p03125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.03125,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam0p03125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.03125,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam0p0625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0625,12,0.08333333333333333,0.9166666666666666,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam0p0625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0625,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam0p0625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0625,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam0p0625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0625,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam0p0625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0625,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam0p0625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0625,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam0p125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.125,12,0.08333333333333333,0.9166666666666666,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam0p125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.125,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam0p125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.125,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam0p125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.125,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam0p125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.125,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam0p125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.125,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam0p25,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.25,12,0.08333333333333333,0.9166666666666666,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam0p25,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.25,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam0p25,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.25,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam0p25,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.25,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam0p25,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.25,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam0p25,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.25,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam0p5,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.5,12,0.16666666666666666,0.8333333333333334,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam0p5,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.5,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam0p5,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.5,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam0p5,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.5,18,0.7222222222222222,0.2777777777777778,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam0p5,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.5,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam0p5,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.5,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam1,bond,return_downside_sharpe_vol,standard_l2_jump_model,1.0,12,0.16666666666666666,0.8333333333333334,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam1,bond,return_downside_sharpe_vol,standard_l2_jump_model,1.0,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam1,bond,return_downside_sharpe_vol,standard_l2_jump_model,1.0,32,0.8125,0.1875,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam1,bond,return_downside_sharpe_vol,standard_l2_jump_model,1.0,18,0.6111111111111112,0.38888888888888884,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam1,bond,return_downside_sharpe_vol,standard_l2_jump_model,1.0,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam1,bond,return_downside_sharpe_vol,standard_l2_jump_model,1.0,28,0.17857142857142858,0.8214285714285714,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam2,bond,return_downside_sharpe_vol,standard_l2_jump_model,2.0,12,0.16666666666666666,0.8333333333333334,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam2,bond,return_downside_sharpe_vol,standard_l2_jump_model,2.0,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam2,bond,return_downside_sharpe_vol,standard_l2_jump_model,2.0,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam2,bond,return_downside_sharpe_vol,standard_l2_jump_model,2.0,18,0.6111111111111112,0.38888888888888884,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam2,bond,return_downside_sharpe_vol,standard_l2_jump_model,2.0,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam2,bond,return_downside_sharpe_vol,standard_l2_jump_model,2.0,28,0.14285714285714285,0.8571428571428572,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,bd_return_downside_sharpe_vol_l2_lam4,bond,return_downside_sharpe_vol,standard_l2_jump_model,4.0,12,0.25,0.75,-0.06708204184908885,0.04340256702472359,-1.545577749142732,-0.027354280139136287,-0.02341380329046948,-0.07834720242425364
Covid crash,bd_return_downside_sharpe_vol_l2_lam4,bond,return_downside_sharpe_vol,standard_l2_jump_model,4.0,3,1.0,0.0,0.10996189108176618,0.04877962526384673,2.25425862718271,-0.007086582576755006,-0.007086582576755006,-0.007086582576754985
Dot-com bust,bd_return_downside_sharpe_vol_l2_lam4,bond,return_downside_sharpe_vol,standard_l2_jump_model,4.0,32,0.875,0.125,0.060714065793040756,0.03351825787817099,1.8113729542185193,-0.01793584152633113,-0.012330988694190897,-0.02621021227650122
GFC,bd_return_downside_sharpe_vol_l2_lam4,bond,return_downside_sharpe_vol,standard_l2_jump_model,4.0,18,0.6666666666666666,0.33333333333333337,0.039029037529184095,0.0530245354498561,0.7360561898009049,-0.024404208769948952,-0.019667918655281516,-0.04829093482118563
Inflation 2022,bd_return_downside_sharpe_vol_l2_lam4,bond,return_downside_sharpe_vol,standard_l2_jump_model,4.0,12,0.0,1.0,-0.1493880894198972,0.08215990119184591,-1.818260334455264,-0.045108936761375604,-0.041528639854656206,-0.14543551856617032
Recent 2024-2026,bd_return_downside_sharpe_vol_l2_lam4,bond,return_downside_sharpe_vol,standard_l2_jump_model,4.0,28,0.14285714285714285,0.8571428571428572,-0.006843451557236115,0.045856175045386874,-0.14923729575052214,-0.02996069465744929,-0.02642660506981333,-0.04303976342087257
1994 bond shock,eq_return_sortino_l1med_lam2,equity,return_sortino,robust_l1_medoids_jump_model,2.0,12,0.4166666666666667,0.5833333333333333,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
Covid crash,eq_return_sortino_l1med_lam2,equity,return_sortino,robust_l1_medoids_jump_model,2.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l1med_lam2,equity,return_sortino,robust_l1_medoids_jump_model,2.0,32,0.15625,0.84375,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
GFC,eq_return_sortino_l1med_lam2,equity,return_sortino,robust_l1_medoids_jump_model,2.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l1med_lam2,equity,return_sortino,robust_l1_medoids_jump_model,2.0,12,0.4166666666666667,0.5833333333333333,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l1med_lam2,equity,return_sortino,robust_l1_medoids_jump_model,2.0,28,0.8928571428571429,0.1071428571428571,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1994 bond shock,eq_return_sortino_l1med_lam4,equity,return_sortino,robust_l1_medoids_jump_model,4.0,12,0.4166666666666667,0.5833333333333333,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
Covid crash,eq_return_sortino_l1med_lam4,equity,return_sortino,robust_l1_medoids_jump_model,4.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l1med_lam4,equity,return_sortino,robust_l1_medoids_jump_model,4.0,32,0.15625,0.84375,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
GFC,eq_return_sortino_l1med_lam4,equity,return_sortino,robust_l1_medoids_jump_model,4.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l1med_lam4,equity,return_sortino,robust_l1_medoids_jump_model,4.0,12,0.4166666666666667,0.5833333333333333,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l1med_lam4,equity,return_sortino,robust_l1_medoids_jump_model,4.0,28,0.8928571428571429,0.1071428571428571,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1994 bond shock,eq_return_sortino_l1med_lam8,equity,return_sortino,robust_l1_medoids_jump_model,8.0,12,0.5,0.5,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
Covid crash,eq_return_sortino_l1med_lam8,equity,return_sortino,robust_l1_medoids_jump_model,8.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l1med_lam8,equity,return_sortino,robust_l1_medoids_jump_model,8.0,32,0.15625,0.84375,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
GFC,eq_return_sortino_l1med_lam8,equity,return_sortino,robust_l1_medoids_jump_model,8.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l1med_lam8,equity,return_sortino,robust_l1_medoids_jump_model,8.0,12,0.4166666666666667,0.5833333333333333,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l1med_lam8,equity,return_sortino,robust_l1_medoids_jump_model,8.0,28,0.8928571428571429,0.1071428571428571,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1994 bond shock,eq_return_sortino_l1med_lam16,equity,return_sortino,robust_l1_medoids_jump_model,16.0,12,0.4166666666666667,0.5833333333333333,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
Covid crash,eq_return_sortino_l1med_lam16,equity,return_sortino,robust_l1_medoids_jump_model,16.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l1med_lam16,equity,return_sortino,robust_l1_medoids_jump_model,16.0,32,0.15625,0.84375,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
